,Program,# progam,day,# week day,Time,# in hour,mean,std
2859,Criminal Minds,17735,Wednesday,2859,Night,2859,63.75605113636363,32.68498761502369
2860,Criminal Minds,17735,Wednesday,2859,Morning,2859,63.378573269701754,33.808213887835265
2861,Criminal Minds,17735,Wednesday,2859,Afternoon,2859,60.89778915625616,33.95457581042095
2862,Criminal Minds,17735,Wednesday,2859,Evening,2859,63.780537634408596,31.462966668079133
2867,Criminal Minds,17735,Thursday,2479,Night,2479,64.08750877192983,32.95634865706034
2868,Criminal Minds,17735,Thursday,2479,Morning,2479,58.86703187250996,32.96772719618409
2869,Criminal Minds,17735,Thursday,2479,Afternoon,2479,61.78061465715356,34.184604841734725
2870,Criminal Minds,17735,Thursday,2479,Evening,2479,58.78580405789474,33.05104333893355
2875,Criminal Minds,17735,Friday,2660,Night,2660,60.31184514003295,33.61837682899403
2876,Criminal Minds,17735,Friday,2660,Morning,2660,59.56393432093934,31.870628003555666
2877,Criminal Minds,17735,Friday,2660,Afternoon,2660,57.67551865008881,31.484471186228156
2878,Criminal Minds,17735,Friday,2660,Evening,2660,58.60316745016923,32.15120464137302
2883,Criminal Minds,17735,Saturday,2443,Night,2443,62.60661448140901,32.813928828813786
2884,Criminal Minds,17735,Saturday,2443,Morning,2443,59.49755424063116,32.05909651105679
2885,Criminal Minds,17735,Saturday,2443,Afternoon,2443,58.19556800831541,32.49335985707916
2886,Criminal Minds,17735,Saturday,2443,Evening,2443,61.128310104529604,33.04265786071886
2898,Current Affairs,13138,Sunday,2038,Night,2038,61.906932013102974,32.393594486397305
2899,Current Affairs,13138,Sunday,2038,Morning,2038,62.98015201782223,34.32744163039652
2900,Current Affairs,13138,Sunday,2038,Afternoon,2038,57.50355087944444,32.10272026097275
2901,Current Affairs,13138,Sunday,2038,Evening,2038,60.69322105263158,30.60983688072406
2906,Current Affairs,13138,Monday,1909,Night,1909,64.50870283018868,33.72502440863487
2907,Current Affairs,13138,Monday,1909,Morning,1909,63.700567581280794,32.88809232204277
2908,Current Affairs,13138,Monday,1909,Afternoon,1909,61.16225678766917,33.96269652510863
2909,Current Affairs,13138,Monday,1909,Evening,1909,60.379146993318486,30.99539362674007
2914,Current Affairs,13138,Tuesday,1855,Night,1855,61.15289178213457,33.29735197715129
2915,Current Affairs,13138,Tuesday,1855,Morning,1855,62.007096771646616,33.62947372116529
2916,Current Affairs,13138,Tuesday,1855,Afternoon,1855,63.99822714681441,33.18428987677812
2917,Current Affairs,13138,Tuesday,1855,Evening,1855,61.59810304449648,33.21373587265463
2922,Current Affairs,13138,Wednesday,1859,Night,1859,60.49391282051282,33.32750845020982
2923,Current Affairs,13138,Wednesday,1859,Morning,1859,61.044418863385715,34.33310939280061
2924,Current Affairs,13138,Wednesday,1859,Afternoon,1859,66.99867706924276,33.63828830817517
2925,Current Affairs,13138,Wednesday,1859,Evening,1859,62.09154385707435,33.52887745154852
2930,Current Affairs,13138,Thursday,1987,Night,1987,62.74312735849056,33.4403166507852
2931,Current Affairs,13138,Thursday,1987,Morning,1987,58.53334990430623,34.42106515033732
2932,Current Affairs,13138,Thursday,1987,Afternoon,1987,58.21261363636364,34.27551728870725
2933,Current Affairs,13138,Thursday,1987,Evening,1987,63.85039627039627,32.67624423735729
2938,Current Affairs,13138,Friday,1879,Night,1879,61.43773433583961,32.88420353651207
2939,Current Affairs,13138,Friday,1879,Morning,1879,60.18595960353535,33.70202744351048
2940,Current Affairs,13138,Friday,1879,Afternoon,1879,65.52141111428234,32.49554924845587
2941,Current Affairs,13138,Friday,1879,Evening,1879,63.36227587389706,32.94972413189662
2946,Current Affairs,13138,Saturday,1611,Night,1611,62.61047231300268,31.30144861995011
2947,Current Affairs,13138,Saturday,1611,Morning,1611,61.55413779816514,33.54862075028183
2948,Current Affairs,13138,Saturday,1611,Afternoon,1611,63.167470610869564,33.027862983034
2949,Current Affairs,13138,Saturday,1611,Evening,1611,62.89884760214477,32.85802546890425
2961,News Roundup,9169,Sunday,1376,Night,1376,62.67771942600349,34.170742889791
2962,News Roundup,9169,Sunday,1376,Morning,1376,58.82239260581626,33.313307756108514
2963,News Roundup,9169,Sunday,1376,Afternoon,1376,59.556140581386146,34.21563515128068
2964,News Roundup,9169,Sunday,1376,Evening,1376,59.435289426060606,33.01023860139176
2969,News Roundup,9169,Monday,1393,Night,1393,62.29716724675086,35.15299399862358
2970,News Roundup,9169,Monday,1393,Morning,1393,59.708515058638056,32.378593930569565
2971,News Roundup,9169,Monday,1393,Afternoon,1393,60.0045371024735,33.37596768806492
2972,News Roundup,9169,Monday,1393,Evening,1393,60.34733509234828,33.261247125443106
2977,News Roundup,9169,Tuesday,1251,Night,1251,61.16298439822642,33.75369104115341
2978,News Roundup,9169,Tuesday,1251,Morning,1251,60.27039682539682,33.265818210236226
2979,News Roundup,9169,Tuesday,1251,Afternoon,1251,63.8408347107438,32.8514017760744
2980,News Roundup,9169,Tuesday,1251,Evening,1251,62.852515151515156,33.90961875950043
2985,News Roundup,9169,Wednesday,1294,Night,1294,63.06149006622516,34.10299300148551
2986,News Roundup,9169,Wednesday,1294,Morning,1294,61.7091393442623,34.76567583304906
2987,News Roundup,9169,Wednesday,1294,Afternoon,1294,59.583933823529414,33.76222656713435
2988,News Roundup,9169,Wednesday,1294,Evening,1294,60.18619377162629,33.544651089440805
2993,News Roundup,9169,Thursday,1285,Night,1285,60.598888888888894,33.55854508354851
2994,News Roundup,9169,Thursday,1285,Morning,1285,66.16614503816794,32.84789538832717
2995,News Roundup,9169,Thursday,1285,Afternoon,1285,58.468888888888884,33.634080322573105
2996,News Roundup,9169,Thursday,1285,Evening,1285,59.2340881559596,34.0353835892975
3001,News Roundup,9169,Friday,1310,Night,1310,60.210197368421056,33.85960540982089
3002,News Roundup,9169,Friday,1310,Morning,1310,64.61721428571428,32.503295329331536
3003,News Roundup,9169,Friday,1310,Afternoon,1310,62.39010869565218,33.319714115151335
3004,News Roundup,9169,Friday,1310,Evening,1310,62.24337748344371,34.413272441256865
3009,News Roundup,9169,Saturday,1260,Night,1260,65.40273648648649,33.064749588763156
3010,News Roundup,9169,Saturday,1260,Morning,1260,59.57955102040817,33.594353963727514
3011,News Roundup,9169,Saturday,1260,Afternoon,1260,57.96042084942085,32.61102291380922
3012,News Roundup,9169,Saturday,1260,Evening,1260,59.00631067961165,33.69628254160901
