,Program,# progam,day,# week day,Time,# on that hour,mean,std
2924,Current Affairs,13138,Friday,1879,Night,471,61.43773433583961,32.88420353651207
2925,Current Affairs,13138,Friday,1879,Morning,449,60.18595960353535,33.70202744351048
2930,Current Affairs,13138,Wednesday,1859,Evening,484,62.09154385707435,33.52887745154852
2931,Current Affairs,13138,Wednesday,1859,Afternoon,507,66.99867706924276,33.63828830817517
2932,Current Affairs,13138,Wednesday,1859,Night,458,60.49391282051282,33.32750845020982
2933,Current Affairs,13138,Wednesday,1859,Morning,410,61.044418863385715,34.33310939280061
2938,Current Affairs,13138,Monday,1909,Evening,519,60.379146993318486,30.99539362674007
2939,Current Affairs,13138,Monday,1909,Morning,451,63.700567581280794,32.88809232204277
2940,Current Affairs,13138,Monday,1909,Afternoon,450,61.16225678766917,33.96269652510863
2941,Current Affairs,13138,Monday,1909,Night,489,64.50870283018868,33.72502440863487
2946,Current Affairs,13138,Tuesday,1855,Afternoon,420,63.99822714681441,33.18428987677812
2947,Current Affairs,13138,Tuesday,1855,Morning,452,62.007096771646616,33.62947372116529
2948,Current Affairs,13138,Tuesday,1855,Evening,487,61.59810304449648,33.21373587265463
2949,Current Affairs,13138,Tuesday,1855,Night,496,61.15289178213457,33.29735197715129
2961,News Roundup,9169,Thursday,1285,Night,352,60.598888888888894,33.55854508354851
2962,News Roundup,9169,Thursday,1285,Morning,300,66.16614503816794,32.84789538832717
2963,News Roundup,9169,Thursday,1285,Afternoon,294,58.468888888888884,33.634080322573105
2964,News Roundup,9169,Thursday,1285,Evening,339,59.2340881559596,34.0353835892975
2969,News Roundup,9169,Wednesday,1294,Afternoon,315,59.583933823529414,33.76222656713435
2970,News Roundup,9169,Wednesday,1294,Evening,341,60.18619377162629,33.544651089440805
2971,News Roundup,9169,Wednesday,1294,Morning,281,61.7091393442623,34.76567583304906
2972,News Roundup,9169,Wednesday,1294,Night,357,63.06149006622516,34.10299300148551
2977,News Roundup,9169,Friday,1310,Evening,347,62.24337748344371,34.413272441256865
2978,News Roundup,9169,Friday,1310,Night,339,60.210197368421056,33.85960540982089
2979,News Roundup,9169,Friday,1310,Morning,316,64.61721428571428,32.503295329331536
2980,News Roundup,9169,Friday,1310,Afternoon,308,62.39010869565218,33.319714115151335
2985,News Roundup,9169,Tuesday,1251,Night,303,61.16298439822642,33.75369104115341
2986,News Roundup,9169,Tuesday,1251,Afternoon,276,63.8408347107438,32.8514017760744
2987,News Roundup,9169,Tuesday,1251,Evening,387,62.852515151515156,33.90961875950043
2988,News Roundup,9169,Tuesday,1251,Morning,285,60.27039682539682,33.265818210236226
2993,News Roundup,9169,Sunday,1376,Afternoon,342,59.556140581386146,34.21563515128068
2994,News Roundup,9169,Sunday,1376,Evening,372,59.435289426060606,33.01023860139176
2995,News Roundup,9169,Sunday,1376,Morning,323,58.82239260581626,33.313307756108514
2996,News Roundup,9169,Sunday,1376,Night,339,62.67771942600349,34.170742889791
3001,News Roundup,9169,Monday,1393,Evening,431,60.34733509234828,33.261247125443106
3002,News Roundup,9169,Monday,1393,Night,331,62.29716724675086,35.15299399862358
3003,News Roundup,9169,Monday,1393,Afternoon,321,60.0045371024735,33.37596768806492
3004,News Roundup,9169,Monday,1393,Morning,310,59.708515058638056,32.378593930569565
3009,News Roundup,9169,Saturday,1260,Night,341,65.40273648648649,33.064749588763156
3010,News Roundup,9169,Saturday,1260,Morning,274,59.57955102040817,33.594353963727514
3011,News Roundup,9169,Saturday,1260,Evening,362,59.00631067961165,33.69628254160901
3012,News Roundup,9169,Saturday,1260,Afternoon,283,57.96042084942085,32.61102291380922
